country,country_code,year,account_pct,bank_account_pct,mobile_account_pct
Ghana,GHA,2021,0.695160701,0.437722129,0.588756601
Ghana,GHA,2021,0.652242917,0.28498198,0.615871413
Guinea,GIN,2021,0.316263939,0.158775906,0.213878226
Guinea,GIN,2021,0.279744287,0.093904533,0.217640802
India,IND,2021,0.813048884,0.81233172,0.096030387
India,IND,2021,0.675019314,0.668622328,0.126615631
"Iran, Islamic Rep.",IRN,2021,0.917385943,0.914413004,0.101171233
"Iran, Islamic Rep.",IRN,2021,0.846737562,0.841065695,0.192576161
Jamaica,JAM,2021,0.7273564,0.7273564,0.10579218
Jamaica,JAM,2021,0.753614052,0.724306409,0.202547621
Jordan,JOR,2021,0.532068897,0.490182813,0.107424818
Jordan,JOR,2021,0.286884423,0.262031723,0.104093855
Kenya,KEN,2021,0.793409684,0.525950961,0.67824295
Kenya,KEN,2021,0.789132255,0.46663906,0.702720373
Kyrgyz Republic,KGZ,2021,0.491118025,0.464246433,0.087063337
Kyrgyz Republic,KGZ,2021,0.362434644,0.289522396,0.174298006
Lesotho,LSO,2022,0.64336263,0.458061945,0.447560073
Lesotho,LSO,2022,0.617963159,0.40590237,0.48819023
Liberia,LBR,2021,0.503139997,0.268783324,0.356786582
Liberia,LBR,2021,0.539966215,0.316621596,0.374048763
Madagascar,MDG,2022,0.267765723,0.142937454,0.183611326
Madagascar,MDG,2022,0.253975348,0.134390222,0.202794548
Malawi,MWI,2021,0.474602032,0.22950537,0.372040723
Malawi,MWI,2021,0.347924672,0.156767055,0.295902406
Malaysia,MYS,2021,0.925143703,0.925143703,0.286997554
Malaysia,MYS,2021,0.742709398,0.733474516,0.255226375
Mali,MLI,2021,0.446873607,0.284298594,0.30765147
Mali,MLI,2021,0.413040161,0.284670747,0.268094088
Mauritania,MRT,2022,0.267178468,0.23145591,0.122269345
Mauritania,MRT,2022,0.168491086,0.148267834,0.059794539
Mauritius,MUS,2021,0.92325623,0.92325623,0.148322399
Mauritius,MUS,2021,0.836217328,0.808621075,0.199764859
Mexico,MEX,2022,0.48661915,0.476976883,0.153363888
Mexico,MEX,2022,0.500434861,0.412102248,0.278492996
Mongolia,MNG,2021,0.992140395,0.988515411,0.585832802
Mongolia,MNG,2021,0.954488588,0.954488588,0.597203093
Mozambique,MOZ,2021,0.495318539,0.405553318,0.276193097
Mozambique,MOZ,2021,0.494260791,0.353609643,0.323724562
Myanmar,MMR,2021,0.443829652,0.360060002,0.236556431
Myanmar,MMR,2021,0.556807974,0.364613466,0.414741293
Namibia,NAM,2021,0.792066143,0.745941394,0.455014035
Namibia,NAM,2021,0.556114644,0.475176076,0.368659524
Paraguay,PRY,2021,0.574443467,0.303748572,0.387350244
Paraguay,PRY,2021,0.455440802,0.174253354,0.346655938
Peru,PER,2021,0.608503958,0.596193462,0.128974761
Peru,PER,2021,0.466182313,0.453595839,0.190415771
Philippines,PHL,2021,0.557488259,0.505509,0.236316263
Philippines,PHL,2021,0.401691112,0.342966438,0.168946894
Russian Federation,RUS,2021,0.890201999,0.87995399,0.296683621
Russian Federation,RUS,2021,0.934904659,0.925522744,0.505768043
Senegal,SEN,2021,0.601370134,0.312786498,0.466195219
Senegal,SEN,2021,0.478284441,0.220048362,0.415173107
Sierra Leone,SLE,2021,0.309463494,0.161648297,0.199274844
Sierra Leone,SLE,2021,0.249247552,0.093193329,0.173829943
Singapore,SGP,2021,0.980690583,0.978607982,0.307545828
Singapore,SGP,2021,0.943596987,0.93064807,0.296806859
South Africa,ZAF,2021,0.873003779,0.859398158,0.385320497
South Africa,ZAF,2021,0.790614558,0.781065552,0.301025002
Tanzania,TZA,2021,0.537774606,0.230999085,0.458963226
Tanzania,TZA,2021,0.49902486,0.237373373,0.421000228
Thailand,THA,2021,0.952166392,0.936550633,0.578199373
Thailand,THA,2021,0.969984931,0.960836304,0.685990864
Togo,TGO,2021,0.530376714,0.276104255,0.387364275
Togo,TGO,2021,0.42336822,0.191599721,0.317035616
Turkiye,TUR,2021,0.744564232,0.739051942,0.164122661
Turkiye,TUR,2021,0.727424526,0.713731228,0.252082561
Uganda,UGA,2021,0.681297546,0.37335875,0.552368833
Uganda,UGA,2021,0.626527405,0.354199782,0.516758023
United Arab Emirates,ARE,2021,0.871586652,0.857119119,0.138278741
United Arab Emirates,ARE,2021,0.794338574,0.794338574,0.107194305
"Venezuela, RB",VEN,2021,0.914927901,0.913044238,0.301519737
"Venezuela, RB",VEN,2021,0.622448522,0.613446077,0.308068834
Viet Nam,VNM,2022,0.566516021,0.564510369,0.13785337
Viet Nam,VNM,2022,0.545634971,0.543591814,0.282920553
Zambia,ZMB,2021,0.507426627,0.259888914,0.439351194
Zambia,ZMB,2021,0.44506118,0.199667468,0.374653194
Zimbabwe,ZWE,2021,0.646846193,0.331548404,0.549383914
Zimbabwe,ZWE,2021,0.495798605,0.212111297,0.417688484
Botswana,BWA,2014,0.391938431,0.370548707,0.137790186
Botswana,BWA,2014,0.638631796,0.605999259,0.272478751
Cambodia,KHM,2014,0.189971287,0.110240031,0.096242813
Cambodia,KHM,2014,0.234065873,0.131569461,0.147326205
Cote d'Ivoire,CIV,2014,0.296119594,0.09310114,0.229278602
Cote d'Ivoire,CIV,2014,0.376327239,0.192314478,0.251987045
Ghana,GHA,2014,0.38094493,0.305842247,0.137954213
Ghana,GHA,2014,0.421371114,0.373475992,0.124728558
Kenya,KEN,2014,0.632418798,0.433570054,0.455682438
Kenya,KEN,2014,0.782377792,0.589211405,0.624142538
Mali,MLI,2014,0.091480916,0.066205999,0.046418715
Mali,MLI,2014,0.304518351,0.195510749,0.182893193
Namibia,NAM,2014,0.522214024,0.511450224,0.08099614
Namibia,NAM,2014,0.664146612,0.659944992,0.129494298
Rwanda,RWA,2014,0.217837584,0.147671734,0.11477179
Rwanda,RWA,2014,0.508214508,0.481527889,0.209318962
South Africa,ZAF,2014,0.587777218,0.56987269,0.098277055
South Africa,ZAF,2014,0.859992208,0.847754587,0.206799331
Tanzania,TZA,2014,0.272100756,0.137588698,0.188015624
Tanzania,TZA,2014,0.447574246,0.211332414,0.377278264
Uganda,UGA,2014,0.312436863,0.157089977,0.269110591
Uganda,UGA,2014,0.498825735,0.327540555,0.384716429
United Arab Emirates,ARE,2014,0.508535895,0.488388295,0.070469663
United Arab Emirates,ARE,2014,0.935983891,0.935015711,0.128225914
Zambia,ZMB,2014,0.279859699,0.232101617,0.097381162
Zambia,ZMB,2014,0.416895501,0.376712215,0.139896821
Zimbabwe,ZWE,2014,0.242724208,0.120683173,0.164666195
Zimbabwe,ZWE,2014,0.420988194,0.233155795,0.277308514
Bangladesh,BGD,2017,0.397313491,0.323897057,0.147373308
Bangladesh,BGD,2017,0.637205894,0.523496691,0.298733954
Benin,BEN,2017,0.248163206,0.199120166,0.109241252
Benin,BEN,2017,0.459851878,0.384482601,0.220245267
Botswana,BWA,2017,0.399639767,0.351930626,0.150095759
Botswana,BWA,2017,0.671666142,0.588732948,0.380348082
Burkina Faso,BFA,2017,0.31831781,0.156931612,0.248988743
Burkina Faso,BFA,2017,0.520067093,0.293127041,0.393671416
Cameroon,CMR,2017,0.230312434,0.17091291,0.105070319
Cameroon,CMR,2017,0.412769664,0.3252102,0.178163368
Chile,CHL,2017,0.617980931,0.607619025,0.081530118
Chile,CHL,2017,0.841995897,0.84098022,0.269253578
"Congo, Dem. Rep.",COD,2017,0.197900492,0.107932662,0.117130434
"Congo, Dem. Rep.",COD,2017,0.303103197,0.181173521,0.193532573
Cote d'Ivoire,CIV,2017,0.31951306,0.098805814,0.26863116
Cote d'Ivoire,CIV,2017,0.481954421,0.183424224,0.393152097
Gabon,GAB,2017,0.516818066,0.304388513,0.358822694
Gabon,GAB,2017,0.646365762,0.370766904,0.502888451
Ghana,GHA,2017,0.484685847,0.32332332,0.322881167
Ghana,GHA,2017,0.651236767,0.502531615,0.44280552
Guinea,GIN,2017,0.175819518,0.104632329,0.102095026
Guinea,GIN,2017,0.271526849,0.172142729,0.159981683
Haiti,HTI,2017,0.257814489,0.215815743,0.086170726
Haiti,HTI,2017,0.458707364,0.4098838,0.230094164
"Iran, Islamic Rep.",IRN,2017,0.919476966,0.910644149,0.210071925
"Iran, Islamic Rep.",IRN,2017,0.97819108,0.976794614,0.362741446
Kenya,KEN,2017,0.635270117,0.339805359,0.576711179
Kenya,KEN,2017,0.875451358,0.629204444,0.779881278
Lesotho,LSO,2017,0.387843681,0.264843422,0.216973412
Lesotho,LSO,2017,0.596649732,0.475426326,0.400063253
Liberia,LBR,2017,0.305711533,0.150777286,0.19491753
Liberia,LBR,2017,0.375395646,0.23893052,0.213232424
Malawi,MWI,2017,0.216444021,0.126824853,0.138602354
Malawi,MWI,2017,0.396336632,0.280474303,0.234627245
Malaysia,MYS,2017,0.774238668,0.771555217,0.047996508
Malaysia,MYS,2017,0.892680232,0.890813721,0.138873099
Maldives,MDV,2017,0.661853828,0.661853828,0.086663429
Maldives,MDV,2017,0.899193793,0.897391886,0.346623878
Mali,MLI,2017,0.260100384,0.110757336,0.188238893
Mali,MLI,2017,0.407531248,0.221694553,0.27559677
Mongolia,MNG,2017,0.891987688,0.891987688,0.113633837
Mongolia,MNG,2017,0.958783644,0.958783644,0.300149667
Mozambique,MOZ,2017,0.330463775,0.24318687,0.158223569
Mozambique,MOZ,2017,0.479041936,0.39280891,0.262363623
Namibia,NAM,2017,0.744032227,0.696123756,0.364194744
Namibia,NAM,2017,0.84928094,0.826738187,0.482615329
Paraguay,PRY,2017,0.419240643,0.315725698,0.186255854
Paraguay,PRY,2017,0.524479153,0.307919405,0.346805901
Rwanda,RWA,2017,0.424723049,0.274170175,0.273695485
Rwanda,RWA,2017,0.512836995,0.382047643,0.317417965
Senegal,SEN,2017,0.313346251,0.109731546,0.238713818
Senegal,SEN,2017,0.542311168,0.304883757,0.403567473
Sierra Leone,SLE,2017,0.199392899,0.110901821,0.128344302
Sierra Leone,SLE,2017,0.197219348,0.132495678,0.098107631
South Africa,ZAF,2017,0.60976141,0.593476022,0.112345062
South Africa,ZAF,2017,0.795754679,0.776015953,0.287957872
Tanzania,TZA,2017,0.332613242,0.127825676,0.260849512
Tanzania,TZA,2017,0.551751984,0.260860586,0.463140369
Togo,TGO,2017,0.361697724,0.278909177,0.155732839
Togo,TGO,2017,0.506120579,0.376732037,0.248916669
Turkiye,TUR,2017,0.449213094,0.437972122,0.057776671
Turkiye,TUR,2017,0.907126079,0.899634805,0.263513183
Uganda,UGA,2017,0.454286465,0.264897495,0.36323051
Uganda,UGA,2017,0.649295987,0.354883304,0.565146362
United Arab Emirates,ARE,2017,0.556150209,0.534169068,0.09213354
United Arab Emirates,ARE,2017,0.948826416,0.943452989,0.238124337
"Venezuela, RB",VEN,2017,0.579833863,0.579833863,0.02094669
"Venezuela, RB",VEN,2017,0.806988231,0.802977746,0.150928089
Zambia,ZMB,2017,0.38951861,0.292493611,0.221471824
Zambia,ZMB,2017,0.518002956,0.414829767,0.32734699
Zimbabwe,ZWE,2017,0.498629567,0.225602765,0.42893256
Zimbabwe,ZWE,2017,0.592608109,0.323004848,0.527524862
Argentina,ARG,2021,0.681439419,0.638259966,0.225283869
Argentina,ARG,2021,0.736736371,0.677940086,0.42461377
Armenia,ARM,2021,0.404823459,0.368445215,0.095681368
Armenia,ARM,2021,0.672419701,0.645708665,0.224833581
Bangladesh,BGD,2021,0.467704521,0.337228299,0.220146801
Bangladesh,BGD,2021,0.617982815,0.435910321,0.394215678
Benin,BEN,2021,0.365480729,0.151817173,0.261717302
Benin,BEN,2021,0.545109272,0.280034914,0.418321876
Bolivia,BOL,2021,0.67049785,0.666103318,0.072474604
Bolivia,BOL,2021,0.695770207,0.684753146,0.151042108
Botswana,BWA,2022,0.483384017,0.402043523,0.284088662
Botswana,BWA,2022,0.734528252,0.635132802,0.480653952
Brazil,BRA,2021,0.778640196,0.776307663,0.137233667
Brazil,BRA,2021,0.878150757,0.871959781,0.350658116
Burkina Faso,BFA,2021,0.301454645,0.195839214,0.20348473
Burkina Faso,BFA,2021,0.380493611,0.215306745,0.260701442
Cameroon,CMR,2021,0.391750902,0.138375604,0.320875864
Cameroon,CMR,2021,0.590015957,0.292436246,0.485233641
Chad,TCD,2022,0.116486389,0.104977267,0.033028666
Chad,TCD,2022,0.296036637,0.221947614,0.164428425
Colombia,COL,2021,0.469774202,0.423316401,0.153768777
Colombia,COL,2021,0.672663111,0.640110085,0.255534071
"Congo, Rep.",COG,2021,0.429696813,0.139640139,0.322500736
"Congo, Rep.",COG,2021,0.511485868,0.22116261,0.411246418
Cote d'Ivoire,CIV,2021,0.381401757,0.162386083,0.290981064
Cote d'Ivoire,CIV,2021,0.563612163,0.224963675,0.45407444
El Salvador,SLV,2021,0.226613084,0.190486274,0.070604335
El Salvador,SLV,2021,0.464256445,0.400672894,0.140141232
Eswatini,SWZ,2022,0.563860432,0.270483103,0.455210618
Eswatini,SWZ,2022,0.768914695,0.509722136,0.690292242
Gabon,GAB,2021,0.579606772,0.157348782,0.528616148
Gabon,GAB,2021,0.729612985,0.375417719,0.613796045
Ghana,GHA,2021,0.546809191,0.212700198,0.50455734
Ghana,GHA,2021,0.737102362,0.46446713,0.63421726
Guinea,GIN,2021,0.181813872,0.063015046,0.138964633
Guinea,GIN,2021,0.386532773,0.187748002,0.266107605
India,IND,2021,0.740863352,0.739446082,0.068730197
India,IND,2021,0.81873469,0.815386719,0.14940321
"Iran, Islamic Rep.",IRN,2021,0.846531733,0.842078694,0.070034138
"Iran, Islamic Rep.",IRN,2021,0.972168506,0.969624379,0.196883082
Jamaica,JAM,2021,0.684620658,0.673974405,0.070456585
Jamaica,JAM,2021,0.757787299,0.753708822,0.155360875
Jordan,JOR,2021,0.385847411,0.361649601,0.073601615
Jordan,JOR,2021,0.633580924,0.570316119,0.169375994
Kenya,KEN,2021,0.634028888,0.368532645,0.499430952
Kenya,KEN,2021,0.849158352,0.555432489,0.754383313
Kyrgyz Republic,KGZ,2021,0.380624347,0.333973726,0.084920515
Kyrgyz Republic,KGZ,2021,0.537346154,0.502745509,0.150382041
Lesotho,LSO,2022,0.595351119,0.393403777,0.404209022
Lesotho,LSO,2022,0.690827469,0.510438846,0.531292513
Liberia,LBR,2021,0.400750526,0.176696093,0.298754568
Liberia,LBR,2021,0.563016518,0.330026561,0.388910177
Madagascar,MDG,2022,0.173015284,0.100157081,0.106793652
Madagascar,MDG,2022,0.288397791,0.151219611,0.213857983
Malawi,MWI,2021,0.294752638,0.141382824,0.221149188
Malawi,MWI,2021,0.518176709,0.244097999,0.427692596
Malaysia,MYS,2021,0.808913624,0.80333444,0.117699043
Malaysia,MYS,2021,0.928760883,0.928760883,0.377282536
Mali,MLI,2021,0.336894739,0.163113125,0.239689334
Mali,MLI,2021,0.467991388,0.325209615,0.311963472
Mauritania,MRT,2022,0.164134977,0.128341789,0.073356272
Mauritania,MRT,2022,0.316803143,0.292268825,0.134626324
Mauritius,MUS,2021,0.84127866,0.837534407,0.058328757
Mauritius,MUS,2021,0.938152721,0.931440272,0.21068111
Mexico,MEX,2022,0.334436256,0.304310178,0.09701888
Mexico,MEX,2022,0.568270076,0.54243903,0.2240896
Mongolia,MNG,2021,0.970102993,0.970102993,0.496460289
Mongolia,MNG,2021,0.994586979,0.989682071,0.651806386
Mozambique,MOZ,2021,0.363883944,0.263675247,0.202240511
Mozambique,MOZ,2021,0.607714947,0.491933127,0.372540707
Myanmar,MMR,2021,0.541927306,0.410592554,0.308052631
Myanmar,MMR,2021,0.452717183,0.342087677,0.283323485
Namibia,NAM,2021,0.591633522,0.530371166,0.307216425
Namibia,NAM,2021,0.871249579,0.81811224,0.580406281
Paraguay,PRY,2021,0.477413902,0.239461241,0.313061729
Paraguay,PRY,2021,0.584330404,0.289692254,0.415432474
Peru,PER,2021,0.383157576,0.367410809,0.059736426
Peru,PER,2021,0.670525687,0.659829426,0.185144992
Philippines,PHL,2021,0.414243564,0.355917324,0.182376834
Philippines,PHL,2021,0.575946931,0.524857595,0.239292168
Russian Federation,RUS,2021,0.852108707,0.843775506,0.274241397
Russian Federation,RUS,2021,0.930212228,0.918796511,0.369768141
Senegal,SEN,2021,0.44655266,0.183277027,0.352020965
Senegal,SEN,2021,0.656746615,0.36555418,0.532079891
Sierra Leone,SLE,2021,0.303245074,0.13120496,0.193585166
Sierra Leone,SLE,2021,0.28220135,0.140564078,0.18905289
Singapore,SGP,2021,0.93997167,0.929619833,0.148051849
Singapore,SGP,2021,0.99446992,0.99446992,0.390410102
South Africa,ZAF,2021,0.786184945,0.772356544,0.245465163
South Africa,ZAF,2021,0.922815782,0.911350763,0.488398659
Tanzania,TZA,2021,0.393356637,0.169444116,0.301926399
Tanzania,TZA,2021,0.576846671,0.25877628,0.503476969
Thailand,THA,2021,0.945756505,0.945756505,0.523863868
Thailand,THA,2021,0.95960741,0.939816382,0.629175915
Togo,TGO,2021,0.337354853,0.120867512,0.259520992
Togo,TGO,2021,0.554653727,0.296312414,0.403683238
Turkiye,TUR,2021,0.64750004,0.640003697,0.115146477
Turkiye,TUR,2021,0.838984627,0.831986376,0.253908278
Uganda,UGA,2021,0.501407699,0.230680433,0.412583678
Uganda,UGA,2021,0.722561911,0.419860218,0.588375227
United Arab Emirates,ARE,2021,0.865464711,0.854038002,0.091665918
United Arab Emirates,ARE,2021,0.853197012,0.841178543,0.15407071
"Venezuela, RB",VEN,2021,0.731226306,0.731226306,0.176498598
"Venezuela, RB",VEN,2021,0.903187415,0.897678284,0.369647572
Viet Nam,VNM,2022,0.313837258,0.307331559,0.103452716
Viet Nam,VNM,2022,0.646184419,0.645680138,0.185206063
Zambia,ZMB,2021,0.375013055,0.153253286,0.321371232
Zambia,ZMB,2021,0.549137156,0.287854748,0.471378033
Zimbabwe,ZWE,2021,0.498246615,0.203227607,0.415979828
Zimbabwe,ZWE,2021,0.683872418,0.370249536,0.585013587
Botswana,BWA,2014,0.61725029,0.580416657,0.28603371
Botswana,BWA,2014,0.314990552,0.307055928,0.045314961
Cambodia,KHM,2014,0.389216058,0.283097323,0.201931828
Cambodia,KHM,2014,0.20020276,0.105399121,0.12411457
Cote d'Ivoire,CIV,2014,0.477121023,0.265126639,0.342200267
Cote d'Ivoire,CIV,2014,0.300496683,0.118098502,0.209070604
Ghana,GHA,2014,0.535526262,0.470782114,0.182589489
Ghana,GHA,2014,0.248725513,0.196022272,0.067259383
Kenya,KEN,2014,0.857294197,0.751034664,0.66521976
Kenya,KEN,2014,0.641663782,0.364462568,0.506036151
Mali,MLI,2014,0.350240417,0.287847122,0.166683724
Mali,MLI,2014,0.1661133,0.096534923,0.104775259
Namibia,NAM,2014,0.718798131,0.70887128,0.175284214
Namibia,NAM,2014,0.429653608,0.424247814,0.02041571
Rwanda,RWA,2014,0.575398925,0.532851581,0.297835376
Rwanda,RWA,2014,0.396176283,0.356914159,0.162040001
South Africa,ZAF,2014,0.738405197,0.720144694,0.175633488
South Africa,ZAF,2014,0.606584879,0.598419161,0.060213778
Tanzania,TZA,2014,0.68107774,0.446675885,0.563510424
Tanzania,TZA,2014,0.326300422,0.125363042,0.263909881
Uganda,UGA,2014,0.568559163,0.405971338,0.458025921
Uganda,UGA,2014,0.367948208,0.198271658,0.28490776
United Arab Emirates,ARE,2014,0.846491163,0.840794528,0.117262385
United Arab Emirates,ARE,2014,0.644202155,0.644202155,0.071048797
Zambia,ZMB,2014,0.509005704,0.452602932,0.217091981
Zambia,ZMB,2014,0.224396644,0.191181971,0.03938739
Zimbabwe,ZWE,2014,0.398870995,0.218877847,0.273791735
Zimbabwe,ZWE,2014,0.208674589,0.102004117,0.125631925
Bangladesh,BGD,2017,0.572312817,0.477621315,0.260562309
Bangladesh,BGD,2017,0.398387523,0.313255749,0.144111162
Benin,BEN,2017,0.556704326,0.456755633,0.342051412
Benin,BEN,2017,0.314403888,0.258347336,0.113976903
Botswana,BWA,2017,0.598837337,0.508167067,0.359300389
Botswana,BWA,2017,0.389953319,0.362804177,0.093518935
Burkina Faso,BFA,2017,0.633887315,0.342164422,0.516277021
Burkina Faso,BFA,2017,0.377803842,0.20083078,0.284318717
Cameroon,CMR,2017,0.464665095,0.357667274,0.246778398
Cameroon,CMR,2017,0.268952979,0.209656072,0.088781569
Chile,CHL,2017,0.809238214,0.805461249,0.235587758
Chile,CHL,2017,0.541800244,0.532490615,0.035901731
"Congo, Dem. Rep.",COD,2017,0.299145001,0.166490397,0.19680154
"Congo, Dem. Rep.",COD,2017,0.177849025,0.118608439,0.082924349
Cote d'Ivoire,CIV,2017,0.603151033,0.22054598,0.5252672
Cote d'Ivoire,CIV,2017,0.349710841,0.123228698,0.278521584
Gabon,GAB,2017,0.723960616,0.452408832,0.562393261
Gabon,GAB,2017,0.455328132,0.239279588,0.312131348
Ghana,GHA,2017,0.675496149,0.512832549,0.462084532
Ghana,GHA,2017,0.493870599,0.34100063,0.331717636
Guinea,GIN,2017,0.471696624,0.31070519,0.286992904
Guinea,GIN,2017,0.170548818,0.0979504,0.099639099
Haiti,HTI,2017,0.421691851,0.357620202,0.178783915
Haiti,HTI,2017,0.170337345,0.158256382,0.063973697
"Iran, Islamic Rep.",IRN,2017,0.947167397,0.940565425,0.305360868
"Iran, Islamic Rep.",IRN,2017,0.903630139,0.898448366,0.083538736
Kenya,KEN,2017,0.915533746,0.718009375,0.838947092
Kenya,KEN,2017,0.674084939,0.329135788,0.573869932
Lesotho,LSO,2017,0.633708389,0.459060364,0.470640604
Lesotho,LSO,2017,0.370619168,0.273453782,0.183629251
Liberia,LBR,2017,0.586640468,0.370537837,0.332131465
Liberia,LBR,2017,0.254956732,0.148156182,0.152534646
Malawi,MWI,2017,0.552663982,0.392193047,0.384582088
Malawi,MWI,2017,0.253524408,0.165614455,0.136219052
Malaysia,MYS,2017,0.875355066,0.873962846,0.112119901
Malaysia,MYS,2017,0.699901571,0.699901571,0.079942811
Maldives,MDV,2017,0.831617543,0.830100927,0.30752423
Maldives,MDV,2017,0.720899214,0.720899214,0.087294709
Mali,MLI,2017,0.594742202,0.323552789,0.418483495
Mali,MLI,2017,0.283855659,0.140374596,0.192716307
Mongolia,MNG,2017,0.960354002,0.960354002,0.274785843
Mongolia,MNG,2017,0.850011325,0.850011325,0.073798669
Mozambique,MOZ,2017,0.753063663,0.648610741,0.483924412
Mozambique,MOZ,2017,0.346136347,0.262498236,0.164660941
Namibia,NAM,2017,0.851151047,0.823444224,0.493514501
Namibia,NAM,2017,0.734736405,0.691970633,0.334554336
Paraguay,PRY,2017,0.511394016,0.31098994,0.334838769
Paraguay,PRY,2017,0.44362492,0.310307444,0.209713112
Rwanda,RWA,2017,0.698387656,0.522263069,0.58267469
Rwanda,RWA,2017,0.470031938,0.34287659,0.269817725
Senegal,SEN,2017,0.541467252,0.291835973,0.434746473
Senegal,SEN,2017,0.37630263,0.170073423,0.272426119
Sierra Leone,SLE,2017,0.437095964,0.297912893,0.250676546
Sierra Leone,SLE,2017,0.127323905,0.071593929,0.068072676
South Africa,ZAF,2017,0.711638602,0.695623182,0.21743172
South Africa,ZAF,2017,0.639982859,0.61540851,0.121705811
Tanzania,TZA,2017,0.669440419,0.360035609,0.570447513
Tanzania,TZA,2017,0.41020253,0.167058309,0.332851949
Togo,TGO,2017,0.561022381,0.437707832,0.299810261
Togo,TGO,2017,0.383642467,0.27093075,0.168818946
Turkiye,TUR,2017,0.740208157,0.729239731,0.20696256
Turkiye,TUR,2017,0.574380933,0.56849871,0.076136077
Uganda,UGA,2017,0.768773878,0.462233868,0.663382734
Uganda,UGA,2017,0.466462654,0.230845752,0.393148397
United Arab Emirates,ARE,2017,0.88876374,0.880196549,0.218632129
United Arab Emirates,ARE,2017,0.708787531,0.708787531,0.092930766
"Venezuela, RB",VEN,2017,0.782735997,0.779168429,0.123988629
"Venezuela, RB",VEN,2017,0.579375309,0.579375309,0.062912975
Zambia,ZMB,2017,0.60140122,0.486144782,0.405155981
Zambia,ZMB,2017,0.309000325,0.224165792,0.145245431
Zimbabwe,ZWE,2017,0.652258814,0.353059472,0.581047082
Zimbabwe,ZWE,2017,0.379223942,0.158941995,0.319050037
Argentina,ARG,2021,0.796931869,0.740182523,0.454140651
Argentina,ARG,2021,0.570962488,0.524670696,0.164750863
Armenia,ARM,2021,0.567015449,0.539037699,0.177061872
Armenia,ARM,2021,0.445577736,0.387306836,0.08740635
Bangladesh,BGD,2021,0.566269548,0.427771172,0.308600569
Bangladesh,BGD,2021,0.465663545,0.292141627,0.259940506
Benin,BEN,2021,0.636144922,0.359653757,0.503210062
Benin,BEN,2021,0.410090372,0.175903067,0.29764744
Bolivia,BOL,2021,0.754125776,0.741068587,0.176570786
Bolivia,BOL,2021,0.553876723,0.553876723,0.018036167
Botswana,BWA,2022,0.667893291,0.55490009,0.49129401
Botswana,BWA,2022,0.438042523,0.392246383,0.140868077
Brazil,BRA,2021,0.855630236,0.852946896,0.315390454
Brazil,BRA,2021,0.812766273,0.803045741,0.140075399
Burkina Faso,BFA,2021,0.554004983,0.347314657,0.402703885
Burkina Faso,BFA,2021,0.316919841,0.179211213,0.21092634
Cameroon,CMR,2021,0.672119072,0.326625167,0.572252239
Cameroon,CMR,2021,0.371978414,0.149980044,0.28704192
Chad,TCD,2022,0.414029906,0.337389867,0.197026547
Chad,TCD,2022,0.219766941,0.168122008,0.113932952
Colombia,COL,2021,0.646633795,0.60024554,0.268986105
Colombia,COL,2021,0.480776327,0.466462179,0.078489084
"Congo, Rep.",COG,2021,0.577639234,0.197142633,0.471525376
"Congo, Rep.",COG,2021,0.306857645,0.155539601,0.211896407
Cote d'Ivoire,CIV,2021,0.692525882,0.328867565,0.563887049
Cote d'Ivoire,CIV,2021,0.439860781,0.162493894,0.343191129
El Salvador,SLV,2021,0.506719535,0.451306894,0.175528256
El Salvador,SLV,2021,0.279580794,0.230570196,0.07314882
Eswatini,SWZ,2022,0.739987915,0.496001441,0.640969157
Eswatini,SWZ,2022,0.561535127,0.252282325,0.469804943
Gabon,GAB,2021,0.757205969,0.345810785,0.655167839
Gabon,GAB,2021,0.529001465,0.175261449,0.462544235
Ghana,GHA,2021,0.80973724,0.508406737,0.726295705
Ghana,GHA,2021,0.515909001,0.238887552,0.429252804
Guinea,GIN,2021,0.557196967,0.254293044,0.422231985
Guinea,GIN,2021,0.220184606,0.098866714,0.146093799
India,IND,2021,0.813043631,0.807368537,0.25464937
India,IND,2021,0.759045265,0.758421723,0.031705226
"Iran, Islamic Rep.",IRN,2021,0.927250334,0.922642748,0.151577151
"Iran, Islamic Rep.",IRN,2021,0.838635411,0.837147076,0.061959727
Jamaica,JAM,2021,0.828052238,0.828052238,0.14524223
Jamaica,JAM,2021,0.599446186,0.587676117,0.086386311
Jordan,JOR,2021,0.501740707,0.471502802,0.116597456
Jordan,JOR,2021,0.387134642,0.329058451,0.07907733
Kenya,KEN,2021,0.882125525,0.595977672,0.778373655
Kenya,KEN,2021,0.610172452,0.322713818,0.501124448
Kyrgyz Republic,KGZ,2021,0.488758365,0.452339593,0.121266776
Kyrgyz Republic,KGZ,2021,0.289362826,0.227499887,0.084496853
Lesotho,LSO,2022,0.774768027,0.560814802,0.596584275
Lesotho,LSO,2022,0.554878197,0.374429905,0.377166157
Liberia,LBR,2021,0.705904124,0.325199924,0.591159786
Liberia,LBR,2021,0.428471733,0.26722086,0.260196076
Madagascar,MDG,2022,0.453427039,0.252263217,0.350865559
Madagascar,MDG,2022,0.202265734,0.103931467,0.139384963
Malawi,MWI,2021,0.705928808,0.397154121,0.584748854
Malawi,MWI,2021,0.333156999,0.136704602,0.262393732
Malaysia,MYS,2021,0.929416354,0.92673585,0.342031477
Malaysia,MYS,2021,0.71673437,0.71673437,0.033831711
Mali,MLI,2021,0.653295687,0.41124287,0.506031278
