country,country_code,year,account_pct,bank_account_pct,mobile_account_pct,country_name,poverty_headcount,gini
Mexico,MEX,2022,0.42303727,0.391129213,0.160567341,Mexico,0.023303961168,0.434540071467
Paraguay,PRY,2021,0.534881765,0.247077306,0.374666723,Paraguay,0.018594976834,0.429051216657
Paraguay,PRY,2021,0.553486349,0.294519086,0.379341522,Paraguay,0.018594976834,0.429051216657
Peru,PER,2021,0.623240756,0.615193634,0.20196321,Peru,0.051898446463,0.401218035606
Peru,PER,2021,0.530286765,0.513903087,0.089261416,Peru,0.051898446463,0.401218035606
Philippines,PHL,2021,0.555939212,0.51400687,0.24758897,Philippines,0.156957445487,0.37268467115
Philippines,PHL,2021,0.474188135,0.409133191,0.189114776,Philippines,0.156957445487,0.37268467115
Russian Federation,RUS,2021,0.892579846,0.879667099,0.342964429,Russian Federation,0.00225971227,0.351442241658
Russian Federation,RUS,2021,0.901117314,0.893386524,0.31783167,Russian Federation,0.00225971227,0.351442241658
Senegal,SEN,2021,0.623053673,0.32456693,0.522381289,Senegal,0.178874715861,0.361577212421
Senegal,SEN,2021,0.502954308,0.242709694,0.383203469,Senegal,0.178874715861,0.361577212421
Thailand,THA,2021,0.986060258,0.963114507,0.635719769,Thailand,0.000286008266,0.349238724919
Thailand,THA,2021,0.927033954,0.920920753,0.566110914,Thailand,0.000286008266,0.349238724919
Togo,TGO,2021,0.552160197,0.285425043,0.412980097,Togo,0.344180057867,0.378580048835
Togo,TGO,2021,0.442989015,0.214549286,0.319243268,Togo,0.344180057867,0.378580048835
Turkiye,TUR,2021,0.853436791,0.847198817,0.23036115,Türkiye,0.009449698363,0.443648270149
Turkiye,TUR,2021,0.62545165,0.617156358,0.134079246,Türkiye,0.009449698363,0.443648270149
Viet Nam,VNM,2022,0.599552975,0.598775721,0.182904976,Viet Nam,0.016033597017,0.360930040903
Viet Nam,VNM,2022,0.52780837,0.524628973,0.147425883,Viet Nam,0.016033597017,0.360930040903
South Africa,ZAF,2014,0.796051526,0.779281018,0.181340114,South Africa,0.312106044238,0.630257167965
South Africa,ZAF,2014,0.563528868,0.549933606,0.088562569,South Africa,0.312106044238,0.630257167965
Chile,CHL,2017,0.79311156,0.785531663,0.235654527,Chile,0.004827644599,0.452699841716
Chile,CHL,2017,0.668719885,0.667293279,0.112949391,Chile,0.004827644599,0.452699841716
Gabon,GAB,2017,0.644497121,0.386656185,0.481277924,Gabon,0.038104873394,0.380243722915
Gabon,GAB,2017,0.498290375,0.269621065,0.367522007,Gabon,0.038104873394,0.380243722915
"Iran, Islamic Rep.",IRN,2017,0.944698347,0.940282593,0.302284666,"Iran, Islamic Rep.",0.026673317587,0.36693677284
"Iran, Islamic Rep.",IRN,2017,0.932458435,0.923425223,0.203650079,"Iran, Islamic Rep.",0.026673317587,0.36693677284
Lesotho,LSO,2017,0.543294293,0.400827823,0.356306492,Lesotho,0.418584923481,0.448776131498
Lesotho,LSO,2017,0.323939866,0.231630132,0.156391226,Lesotho,0.418584923481,0.448776131498
Paraguay,PRY,2017,0.555403113,0.36742727,0.332754301,Paraguay,0.023750721313,0.48547492851
Paraguay,PRY,2017,0.382959523,0.225618134,0.222844319,Paraguay,0.023750721313,0.48547492851
Turkiye,TUR,2017,0.766746991,0.760706715,0.193541631,Türkiye,0.007297743292,0.414056667367
Turkiye,TUR,2017,0.563754096,0.54952188,0.119664957,Türkiye,0.007297743292,0.414056667367
Zimbabwe,ZWE,2017,0.630571803,0.381595002,0.541369718,Zimbabwe,0.446568730815,0.443370820756
Zimbabwe,ZWE,2017,0.436011797,0.131774558,0.402301141,Zimbabwe,0.446568730815,0.443370820756
Argentina,ARG,2021,0.758196452,0.714390565,0.403894528,Argentina,0.013630346643,0.42445560063
Argentina,ARG,2021,0.652348174,0.585288621,0.269952845,Argentina,0.013630346643,0.42445560063
Armenia,ARM,2021,0.619282099,0.6009453,0.194905197,Armenia,0.021180894605,0.279401304413
Armenia,ARM,2021,0.454501446,0.404434999,0.126098566,Armenia,0.021180894605,0.279401304413
Benin,BEN,2021,0.535391783,0.268749129,0.413399342,Benin,0.272234156775,0.343958073714
Benin,BEN,2021,0.41191727,0.191499294,0.296868111,Benin,0.272234156775,0.343958073714
Bolivia,BOL,2021,0.771521304,0.758548458,0.175094236,Bolivia,0.030546807793,0.409133239264
Bolivia,BOL,2021,0.562876483,0.559413859,0.0601244,Bolivia,0.030546807793,0.409133239264
Brazil,BRA,2021,0.854033211,0.8488501,0.307715114,Brazil,0.074646967133,0.529388097112
Brazil,BRA,2021,0.819784255,0.815746987,0.212264429,Brazil,0.074646967133,0.529388097112
Burkina Faso,BFA,2021,0.43149292,0.263740328,0.29390011,Burkina Faso,0.4206163413,0.37391286077
Burkina Faso,BFA,2021,0.254991002,0.130340556,0.175454969,Burkina Faso,0.4206163413,0.37391286077
Cameroon,CMR,2021,0.634602381,0.296432077,0.521560781,Cameroon,0.266917996676,0.421760724554
Cameroon,CMR,2021,0.338855918,0.143407133,0.277981433,Cameroon,0.266917996676,0.421760724554
Chad,TCD,2022,0.236793874,0.18200579,0.13149997,Chad,0.394753751496,0.37357686373
Chad,TCD,2022,0.236091663,0.184920846,0.104886548,Chad,0.394753751496,0.37357686373
Colombia,COL,2021,0.677428201,0.639177076,0.275041252,Colombia,0.112283738229,0.551170224126
Colombia,COL,2021,0.476721563,0.439779435,0.131570578,Colombia,0.112283738229,0.551170224126
Cote d'Ivoire,CIV,2021,0.552585614,0.244072472,0.438033143,Côte d'Ivoire,0.209026087195,0.352753624351
Cote d'Ivoire,CIV,2021,0.440101253,0.148162515,0.352790054,Côte d'Ivoire,0.209026087195,0.352753624351
El Salvador,SLV,2021,0.443230999,0.384748124,0.140420901,El Salvador,0.051309082352,0.390106330774
El Salvador,SLV,2021,0.230837472,0.19020124,0.062158404,El Salvador,0.051309082352,0.390106330774
"Iran, Islamic Rep.",IRN,2021,0.917102032,0.911031214,0.146089674,"Iran, Islamic Rep.",0.0370868413,0.354687290219
"Iran, Islamic Rep.",IRN,2021,0.873955083,0.873955083,0.090513131,"Iran, Islamic Rep.",0.0370868413,0.354687290219
Jamaica,JAM,2021,0.770388434,0.765894733,0.165087097,Jamaica,0.013869244053,0.39874473579
Jamaica,JAM,2021,0.676887024,0.667867733,0.068832098,Jamaica,0.013869244053,0.39874473579
Kenya,KEN,2021,0.870200163,0.605522243,0.770743765,Kenya,0.464498496563,0.387019625737
Kenya,KEN,2021,0.6744951,0.355941213,0.560261735,Kenya,0.464498496563,0.387019625737
Kyrgyz Republic,KGZ,2021,0.457642574,0.410026198,0.142902221,Kyrgyz Republic,0.056484836659,0.287933039694
Kyrgyz Republic,KGZ,2021,0.440891178,0.40922212,0.07131394,Kyrgyz Republic,0.056484836659,0.287933039694
Malaysia,MYS,2021,0.919659085,0.916168501,0.376963117,Malaysia,0.000130829415,0.406684269677
Malaysia,MYS,2021,0.829814604,0.829814604,0.133840416,Malaysia,0.000130829415,0.406684269677
Mali,MLI,2021,0.474852826,0.292890582,0.331920889,Mali,0.361030773406,0.356535942464
Mali,MLI,2021,0.375125069,0.271711295,0.236455008,Mali,0.361030773406,0.356535942464
Mexico,MEX,2022,0.602225062,0.58201765,0.239944489,Mexico,0.023303961168,0.434540071467
Mexico,MEX,2022,0.320687284,0.282797094,0.093448975,Mexico,0.023303961168,0.434540071467
Paraguay,PRY,2021,0.5879174,0.313968794,0.405696786,Paraguay,0.018594976834,0.429051216657
Paraguay,PRY,2021,0.478391116,0.205913383,0.333822615,Paraguay,0.018594976834,0.429051216657
Peru,PER,2021,0.653974922,0.642608178,0.194515214,Peru,0.051898446463,0.401218035606
Peru,PER,2021,0.45536394,0.44146099,0.066122733,Peru,0.051898446463,0.401218035606
Philippines,PHL,2021,0.627977305,0.562960919,0.286479069,Philippines,0.156957445487,0.37268467115
Philippines,PHL,2021,0.339873974,0.302951976,0.112270156,Philippines,0.156957445487,0.37268467115
Russian Federation,RUS,2021,0.923204028,0.913867414,0.34696995,Russian Federation,0.00225971227,0.351442241658
Russian Federation,RUS,2021,0.858112011,0.8468336,0.302959441,Russian Federation,0.00225971227,0.351442241658
Senegal,SEN,2021,0.61135487,0.300266182,0.509239795,Senegal,0.178874715861,0.361577212421
Senegal,SEN,2021,0.481770203,0.25285882,0.358028082,Senegal,0.178874715861,0.361577212421
Thailand,THA,2021,0.941533914,0.933981049,0.672816828,Thailand,0.000286008266,0.349238724919
Thailand,THA,2021,0.976796914,0.95251179,0.492445335,Thailand,0.000286008266,0.349238724919
Togo,TGO,2021,0.565835641,0.287294733,0.431580112,Togo,0.344180057867,0.378580048835
Togo,TGO,2021,0.39040294,0.191021361,0.263707969,Togo,0.344180057867,0.378580048835
Turkiye,TUR,2021,0.82526556,0.815871725,0.232598993,Türkiye,0.009449698363,0.443648270149
Turkiye,TUR,2021,0.613740974,0.609714912,0.107821805,Türkiye,0.009449698363,0.443648270149
Viet Nam,VNM,2022,0.666331942,0.663780324,0.227877046,Viet Nam,0.016033597017,0.360930040903
Viet Nam,VNM,2022,0.406903784,0.405701013,0.06968545,Viet Nam,0.016033597017,0.360930040903
South Africa,ZAF,2014,0.770393775,0.758765949,0.163688811,South Africa,0.312106044238,0.630257167965
South Africa,ZAF,2014,0.53500538,0.509810215,0.095729308,South Africa,0.312106044238,0.630257167965
Chile,CHL,2017,0.742837975,0.739345596,0.175962571,Chile,0.004827644599,0.452699841716
Chile,CHL,2017,0.746411695,0.734002148,0.234639759,Chile,0.004827644599,0.452699841716
Gabon,GAB,2017,0.592071657,0.393508392,0.412921349,Gabon,0.038104873394,0.380243722915
Gabon,GAB,2017,0.572273539,0.217953176,0.487703313,Gabon,0.038104873394,0.380243722915
"Iran, Islamic Rep.",IRN,2017,0.945898285,0.94034222,0.236371549,"Iran, Islamic Rep.",0.026673317587,0.36693677284
"Iran, Islamic Rep.",IRN,2017,0.92279878,0.914581555,0.337425807,"Iran, Islamic Rep.",0.026673317587,0.36693677284
Lesotho,LSO,2017,0.480336054,0.363344261,0.286773926,Lesotho,0.418584923481,0.448776131498
Lesotho,LSO,2017,0.393502708,0.257414519,0.250365878,Lesotho,0.418584923481,0.448776131498
Paraguay,PRY,2017,0.546005403,0.366121367,0.312632486,Paraguay,0.023750721313,0.48547492851
Paraguay,PRY,2017,0.332892135,0.167878681,0.227386831,Paraguay,0.023750721313,0.48547492851
Turkiye,TUR,2017,0.719402378,0.713069636,0.153836104,Türkiye,0.007297743292,0.414056667367
Turkiye,TUR,2017,0.559270984,0.538740958,0.202992297,Türkiye,0.007297743292,0.414056667367
Zimbabwe,ZWE,2017,0.587692332,0.32366285,0.513830342,Zimbabwe,0.446568730815,0.443370820756
Zimbabwe,ZWE,2017,0.483546823,0.19852717,0.430091697,Zimbabwe,0.446568730815,0.443370820756
Argentina,ARG,2021,0.706820806,0.670240226,0.301113158,Argentina,0.013630346643,0.42445560063
Argentina,ARG,2021,0.753671465,0.635606476,0.547651453,Argentina,0.013630346643,0.42445560063
Armenia,ARM,2021,0.571453335,0.549304751,0.145122612,Armenia,0.021180894605,0.279401304413
Armenia,ARM,2021,0.476440386,0.407465179,0.263015714,Armenia,0.021180894605,0.279401304413
Benin,BEN,2021,0.536447927,0.288630211,0.385064851,Benin,0.272234156775,0.343958073714
Benin,BEN,2021,0.401233118,0.152462779,0.336155873,Benin,0.272234156775,0.343958073714
Bolivia,BOL,2021,0.699053025,0.693856699,0.105527798,Bolivia,0.030546807793,0.409133239264
Bolivia,BOL,2021,0.663624762,0.644503557,0.188950227,Bolivia,0.030546807793,0.409133239264
Brazil,BRA,2021,0.851499688,0.84662108,0.26190976,Brazil,0.074646967133,0.529388097112
Brazil,BRA,2021,0.79917718,0.795017212,0.298028051,Brazil,0.074646967133,0.529388097112
Burkina Faso,BFA,2021,0.365589918,0.243092357,0.231060187,Burkina Faso,0.4206163413,0.37391286077
Burkina Faso,BFA,2021,0.352273782,0.146823069,0.277150804,Burkina Faso,0.4206163413,0.37391286077
Cameroon,CMR,2021,0.533308015,0.270491212,0.422390277,Cameroon,0.266917996676,0.421760724554
Cameroon,CMR,2021,0.485632239,0.170523043,0.427908874,Cameroon,0.266917996676,0.421760724554
Chad,TCD,2022,0.264806379,0.212187484,0.139174088,Chad,0.394753751496,0.37357686373
Chad,TCD,2022,0.189175152,0.134620755,0.09023845,Chad,0.394753751496,0.37357686373
Colombia,COL,2021,0.625823082,0.593103223,0.20027619,Colombia,0.112283738229,0.551170224126
Colombia,COL,2021,0.500012094,0.445312378,0.276588229,Colombia,0.112283738229,0.551170224126
Cote d'Ivoire,CIV,2021,0.55879224,0.241751269,0.439843874,Côte d'Ivoire,0.209026087195,0.352753624351
Cote d'Ivoire,CIV,2021,0.3998009,0.129842792,0.328345135,Côte d'Ivoire,0.209026087195,0.352753624351
El Salvador,SLV,2021,0.371029216,0.321825069,0.104926174,El Salvador,0.051309082352,0.390106330774
El Salvador,SLV,2021,0.316502082,0.257953182,0.123380044,El Salvador,0.051309082352,0.390106330774
"Iran, Islamic Rep.",IRN,2021,0.917385943,0.914413004,0.101171233,"Iran, Islamic Rep.",0.0370868413,0.354687290219
"Iran, Islamic Rep.",IRN,2021,0.846737562,0.841065695,0.192576161,"Iran, Islamic Rep.",0.0370868413,0.354687290219
Jamaica,JAM,2021,0.7273564,0.7273564,0.10579218,Jamaica,0.013869244053,0.39874473579
Jamaica,JAM,2021,0.753614052,0.724306409,0.202547621,Jamaica,0.013869244053,0.39874473579
Kenya,KEN,2021,0.793409684,0.525950961,0.67824295,Kenya,0.464498496563,0.387019625737
Kenya,KEN,2021,0.789132255,0.46663906,0.702720373,Kenya,0.464498496563,0.387019625737
Kyrgyz Republic,KGZ,2021,0.491118025,0.464246433,0.087063337,Kyrgyz Republic,0.056484836659,0.287933039694
Kyrgyz Republic,KGZ,2021,0.362434644,0.289522396,0.174298006,Kyrgyz Republic,0.056484836659,0.287933039694
Malaysia,MYS,2021,0.925143703,0.925143703,0.286997554,Malaysia,0.000130829415,0.406684269677
Malaysia,MYS,2021,0.742709398,0.733474516,0.255226375,Malaysia,0.000130829415,0.406684269677
Mali,MLI,2021,0.446873607,0.284298594,0.30765147,Mali,0.361030773406,0.356535942464
Mali,MLI,2021,0.413040161,0.284670747,0.268094088,Mali,0.361030773406,0.356535942464
Mexico,MEX,2022,0.48661915,0.476976883,0.153363888,Mexico,0.023303961168,0.434540071467
Mexico,MEX,2022,0.500434861,0.412102248,0.278492996,Mexico,0.023303961168,0.434540071467
Paraguay,PRY,2021,0.574443467,0.303748572,0.387350244,Paraguay,0.018594976834,0.429051216657
Paraguay,PRY,2021,0.455440802,0.174253354,0.346655938,Paraguay,0.018594976834,0.429051216657
Peru,PER,2021,0.608503958,0.596193462,0.128974761,Peru,0.051898446463,0.401218035606
Peru,PER,2021,0.466182313,0.453595839,0.190415771,Peru,0.051898446463,0.401218035606
Philippines,PHL,2021,0.557488259,0.505509,0.236316263,Philippines,0.156957445487,0.37268467115
Philippines,PHL,2021,0.401691112,0.342966438,0.168946894,Philippines,0.156957445487,0.37268467115
Russian Federation,RUS,2021,0.890201999,0.87995399,0.296683621,Russian Federation,0.00225971227,0.351442241658
Russian Federation,RUS,2021,0.934904659,0.925522744,0.505768043,Russian Federation,0.00225971227,0.351442241658
Senegal,SEN,2021,0.601370134,0.312786498,0.466195219,Senegal,0.178874715861,0.361577212421
Senegal,SEN,2021,0.478284441,0.220048362,0.415173107,Senegal,0.178874715861,0.361577212421
Thailand,THA,2021,0.952166392,0.936550633,0.578199373,Thailand,0.000286008266,0.349238724919
Thailand,THA,2021,0.969984931,0.960836304,0.685990864,Thailand,0.000286008266,0.349238724919
Togo,TGO,2021,0.530376714,0.276104255,0.387364275,Togo,0.344180057867,0.378580048835
Togo,TGO,2021,0.42336822,0.191599721,0.317035616,Togo,0.344180057867,0.378580048835
Turkiye,TUR,2021,0.744564232,0.739051942,0.164122661,Türkiye,0.009449698363,0.443648270149
Turkiye,TUR,2021,0.727424526,0.713731228,0.252082561,Türkiye,0.009449698363,0.443648270149
Viet Nam,VNM,2022,0.566516021,0.564510369,0.13785337,Viet Nam,0.016033597017,0.360930040903
Viet Nam,VNM,2022,0.545634971,0.543591814,0.282920553,Viet Nam,0.016033597017,0.360930040903
South Africa,ZAF,2014,0.587777218,0.56987269,0.098277055,South Africa,0.312106044238,0.630257167965
South Africa,ZAF,2014,0.859992208,0.847754587,0.206799331,South Africa,0.312106044238,0.630257167965
Chile,CHL,2017,0.617980931,0.607619025,0.081530118,Chile,0.004827644599,0.452699841716
Chile,CHL,2017,0.841995897,0.84098022,0.269253578,Chile,0.004827644599,0.452699841716
Gabon,GAB,2017,0.516818066,0.304388513,0.358822694,Gabon,0.038104873394,0.380243722915
Gabon,GAB,2017,0.646365762,0.370766904,0.502888451,Gabon,0.038104873394,0.380243722915
"Iran, Islamic Rep.",IRN,2017,0.919476966,0.910644149,0.210071925,"Iran, Islamic Rep.",0.026673317587,0.36693677284
"Iran, Islamic Rep.",IRN,2017,0.97819108,0.976794614,0.362741446,"Iran, Islamic Rep.",0.026673317587,0.36693677284
Lesotho,LSO,2017,0.387843681,0.264843422,0.216973412,Lesotho,0.418584923481,0.448776131498
Lesotho,LSO,2017,0.596649732,0.475426326,0.400063253,Lesotho,0.418584923481,0.448776131498
Paraguay,PRY,2017,0.419240643,0.315725698,0.186255854,Paraguay,0.023750721313,0.48547492851
Paraguay,PRY,2017,0.524479153,0.307919405,0.346805901,Paraguay,0.023750721313,0.48547492851
Turkiye,TUR,2017,0.449213094,0.437972122,0.057776671,Türkiye,0.007297743292,0.414056667367
